评论内容,fenci,主题概率,主题类型
房东管家服务非常到位，有问题能及时解决。选了临江的房间，视野开阔景色不错。民宿所处位置出行、吃饭相当便利，即使无早提供也无所谓。有机会还会再来～,房东 管家 到位 解决 房间 视野 开阔 景色 不错 民宿 位置 出行 吃饭 便利 提供 机会,"[(4, 0.9456989)]",4
地址位置非常好，可以步行去东瓜山和江边。 大厦停车也很方便，客服回复也非常快，还是宠物友好，好评。下次有机会还会选择的～,地址 位置 步行 大厦 停车 客服 回复 宠物 友好 好评 机会 选择,"[(1, 0.9289861)]",1
房间很大宽敞，设施齐全，洗衣机，厨房都有，江景美景尽收眼底，小孩超级喜欢，服务也超级满意，下次有机会还会订购的,房间 很大 宽敞 设施 洗衣机 厨房 江景 美景 小孩 喜欢 满意 机会 订购,"[(1, 0.9340604)]",1
房间卫生特别好，老板亲自迎接。江景也特别特别舒服，对面就是橘子洲。到五一广场和橘子洲骑车也就5分钟,房间 卫生 老板 迎接 江景 舒服 对面 骑车,"[(7, 0.89742684)]",7
酒店很新，位置也很好，属于酒店式公寓，冰箱，烟台，洗衣机应有尽有，适合长时间出游的朋友。,酒店 位置 酒店式 公寓 冰箱 烟台 洗衣机 适合 朋友,"[(5, 0.90768766)]",5
房间干净整洁，附近交通便利，离五一广场很近，老板服务特别好，位置好找，就在天宝兄弟的楼上。,房间 干净 整洁 交通 便利 老板 位置 好找 兄弟,"[(8, 0.42071652), (9, 0.4946646)]",9
离湘江很近，散步出行很方便，房间卫生干净，服务周到热情，管家非常耐心优秀，等我们到晚上12点，还介绍好吃的,散步 出行 房间 卫生 干净 热情 管家 耐心 优秀 介绍 好吃,"[(7, 0.92307085)]",7
房间地理位置绝佳，去江边和都很方便。党建卫生很干净，设施比较全，适合出差和游玩,房间 地理位置 卫生 干净 设施 适合 出差 游玩,"[(1, 0.40732706), (5, 0.4986482)]",5
非常棒，新装修，位置很好，旁边冬瓜山是个很有人气的夜市，交通便利，设施齐全，服务优良。,位置 冬瓜 夜市 交通 便利 设施,"[(0, 0.0109895095), (1, 0.010989627), (2, 0.010989516), (3, 0.010989461), (4, 0.01098944), (5, 0.010989447), (6, 0.010989468), (7, 0.0109896045), (8, 0.86812603), (9, 0.01098949), (10, 0.010989531), (11, 0.010989414), (12, 0.010989495)]",8
最近去长沙旅行，住在了这家家非常棒的民宿酒店，位置超级好，交通便利，周围有很多好吃的餐厅和有趣的景点。房间非常干净整洁，设施齐全，服务也非常周到。酒店员工都非常友好热情，为我们提供了很多有用的旅游信息。特别是江景视野的房间太舒服了，每天都心旷神怡，在这里住了几天，感觉非常舒适和惬意。如果你去长沙旅行，一定要考虑住这家酒店，相信你一定会喜欢,家家 民宿 酒店 位置 交通 便利 好吃 餐厅 有趣 景点 房间 干净 整洁 设施 周到 酒店 员工 友好 热情 提供 有用 信息 江景 视野 房间 舒服 感觉 舒适 惬意 酒店 喜欢,"[(1, 0.9711517)]",1
房间江景房 并且比较安静 房间设施很新 干净整洁 内配智能家居调控系统 比较方便,房间 江景 房间 设施 干净 整洁 系统,"[(7, 0.51354575), (10, 0.38067856)]",7
位置很好，对面就是东瓜山夜市，也可以看到江景，管家很负责，卫生也很好~,位置 对面 夜市 江景 管家 负责 卫生,"[(1, 0.8846086)]",1
很不错的民宿;风景很好，床很舒服，楼下美食很多，非常不错！！！！,不错 民宿 风景 舒服 美食 不错,"[(0, 0.010989439), (1, 0.010989479), (2, 0.010989423), (3, 0.0109894555), (4, 0.010989626), (5, 0.010989378), (6, 0.8681264), (7, 0.010989462), (8, 0.010989476), (9, 0.010989481), (10, 0.010989485), (11, 0.010989431), (12, 0.010989454)]",6
出游方便！环境好！卫生不错！！位置好！离江进！！价格合适！！值得选,环境 卫生 不错 位置 价格 合适 值得,"[(10, 0.88461)]",10
房间窗外就是湘江，视野超级棒 房间干净整洁 老板人超级好哦，基本有什么事情韩老板就对了！来听音乐节结果中暑，老板很，帮忙拿快递简直救我命,房间 视野 房间 干净 整洁 老板 事情 音乐节 老板 帮忙 快递,"[(7, 0.92306894)]",7
房间装修很新。直面江景，设备齐全，老板也很热情，服务周到！,房间 装修 直面 江景 老板 热情,"[(0, 0.010989493), (1, 0.010989652), (2, 0.010989513), (3, 0.86812574), (4, 0.010989409), (5, 0.010989453), (6, 0.010989442), (7, 0.010989624), (8, 0.01098948), (9, 0.010989587), (10, 0.010989658), (11, 0.010989481), (12, 0.01098948)]",3
非常，房间隔音效果很好，有空气净化器，配置了智能马桶！,房间 隔音 效果 空气 净化器 配置 智能 马桶,"[(9, 0.8974287)]",9
位置好，江边窗外就能看到桔子洲，房间大，设备齐全挺好的,位置 桔子 房间,"[(0, 0.019231737), (1, 0.019231709), (2, 0.019231806), (3, 0.019231614), (4, 0.019231642), (5, 0.019231787), (6, 0.76921856), (7, 0.019231785), (8, 0.01923211), (9, 0.019231794), (10, 0.019231644), (11, 0.01923176), (12, 0.019232007)]",6
装修新，房间干净卫生，夜景很美，房间可以直接看到江边夜景,装修 房间 干净 卫生 夜景 房间 夜景,"[(9, 0.88461196)]",9
卫生：很干净 设施：齐全 环境：不错 服务：老板很好,卫生 干净 设施 环境 不错 老板,"[(0, 0.86812824), (1, 0.010989416), (2, 0.010989331), (3, 0.010989234), (4, 0.010989223), (5, 0.0109894), (6, 0.010989429), (7, 0.010989414), (8, 0.010989323), (9, 0.010989278), (10, 0.010989264), (11, 0.01098924), (12, 0.010989232)]",0
房间很轻奢，很干净，配有饮料，服务也很好。,房间 干净 配有 饮料,"[(0, 0.015385782), (1, 0.015385859), (2, 0.015385933), (3, 0.81536937), (4, 0.015385715), (5, 0.015386053), (6, 0.015385963), (7, 0.015386051), (8, 0.015385924), (9, 0.015385929), (10, 0.0153857), (11, 0.01538587), (12, 0.0153858615)]",3
酒店非常舒服 设施很齐全 管家服务很贴心,酒店 舒服 设施 管家 贴心,"[(0, 0.012821142), (1, 0.84614736), (2, 0.012820931), (3, 0.012820882), (4, 0.012820831), (5, 0.012821344), (6, 0.01282124), (7, 0.01282109), (8, 0.012820979), (9, 0.012820982), (10, 0.012821012), (11, 0.01282114), (12, 0.012821021)]",1
非常好，房间干净老板，主打温馨。,房间 干净 老板 主打,"[(0, 0.0153857665), (1, 0.015385682), (2, 0.015385752), (3, 0.01538575), (4, 0.015385981), (5, 0.015385715), (6, 0.015385704), (7, 0.8153711), (8, 0.015385717), (9, 0.015385764), (10, 0.015385668), (11, 0.0153856855), (12, 0.015385697)]",7
干净卫生，出入方便，不吵闹，值得入住。,干净 卫生 出入 吵闹 值得 入住,"[(0, 0.010990143), (1, 0.010990275), (2, 0.010990324), (3, 0.010990269), (4, 0.010990279), (5, 0.010990293), (6, 0.010990138), (7, 0.86811686), (8, 0.010990231), (9, 0.010990254), (10, 0.010990345), (11, 0.010990141), (12, 0.010990415)]",7
满意，前台小哥很可爱，服务也很周到,满意 前台 小哥 可爱 周到,"[(0, 0.012821177), (1, 0.012821438), (2, 0.012821269), (3, 0.012821304), (4, 0.01282124), (5, 0.012821187), (6, 0.012821324), (7, 0.84614486), (8, 0.012821179), (9, 0.012821268), (10, 0.012821236), (11, 0.01282127), (12, 0.012821259)]",7
房间干净，温馨，适合居家旅行。,房间 干净 适合 居家,"[(0, 0.015385612), (1, 0.015385777), (2, 0.015385605), (3, 0.015385638), (4, 0.015385525), (5, 0.015386069), (6, 0.015385625), (7, 0.015385752), (8, 0.015385697), (9, 0.015385719), (10, 0.015385796), (11, 0.015385577), (12, 0.81537163)]",12
酒店环境很好，交通便利、卫生干净,酒店 环境 交通 便利 卫生 干净,"[(0, 0.010989265), (1, 0.01098943), (2, 0.010989279), (3, 0.010989199), (4, 0.010989306), (5, 0.010989294), (6, 0.010989305), (7, 0.8681286), (8, 0.01098934), (9, 0.010989246), (10, 0.010989216), (11, 0.010989286), (12, 0.010989223)]",7
温馨，舒适很不错的一次住宿。,舒适 不错 住宿,"[(0, 0.01923148), (1, 0.019231409), (2, 0.019231305), (3, 0.01923142), (4, 0.019231407), (5, 0.019231273), (6, 0.019231558), (7, 0.019231608), (8, 0.7692225), (9, 0.019231481), (10, 0.01923144), (11, 0.01923165), (12, 0.019231468)]",8
卫生、环境、服务都非常好 非常好,卫生 环境,"[(0, 0.025641462), (1, 0.6923028), (2, 0.025641454), (3, 0.025641311), (4, 0.025641497), (5, 0.0256417), (6, 0.02564142), (7, 0.025641646), (8, 0.025641467), (9, 0.025641302), (10, 0.025641356), (11, 0.025641268), (12, 0.025641276)]",1
感觉就是很好，工作起来很顺利,感觉 顺利,"[(0, 0.025642686), (1, 0.025642563), (2, 0.025642414), (3, 0.025642455), (4, 0.0256425), (5, 0.69228923), (6, 0.025642414), (7, 0.025642708), (8, 0.025642645), (9, 0.02564271), (10, 0.02564266), (11, 0.025642546), (12, 0.025642501)]",5
房间很好，服务也好，推荐,房间 推荐,"[(0, 0.025641473), (1, 0.025641501), (2, 0.025641548), (3, 0.025641575), (4, 0.025641363), (5, 0.025641423), (6, 0.025641436), (7, 0.025641788), (8, 0.025641542), (9, 0.69230145), (10, 0.025641473), (11, 0.025641449), (12, 0.025641996)]",9
挺不错，环境好，位置也好,环境 位置,"[(0, 0.025641693), (1, 0.025641803), (2, 0.02564161), (3, 0.02564133), (4, 0.6922996), (5, 0.025641784), (6, 0.025641583), (7, 0.02564152), (8, 0.025642155), (9, 0.025641648), (10, 0.025641609), (11, 0.0256417), (12, 0.025642)]",4
挺好，很喜欢，下次还来,喜欢,"[(0, 0.03846275), (1, 0.038462542), (2, 0.038462583), (3, 0.038462613), (4, 0.03846204), (5, 0.03846239), (6, 0.03846248), (7, 0.03846217), (8, 0.03846238), (9, 0.5384508), (10, 0.03846233), (11, 0.038462825), (12, 0.03846213)]",9
近江边，旅游出差很方便,出差,"[(0, 0.03846315), (1, 0.038463373), (2, 0.03846315), (3, 0.03846315), (4, 0.03846315), (5, 0.53844196), (6, 0.03846315), (7, 0.03846315), (8, 0.03846315), (9, 0.03846315), (10, 0.03846315), (11, 0.03846315), (12, 0.03846315)]",5
房间特别好，值得推荐！,房间 值得 推荐,"[(0, 0.019231183), (1, 0.019231297), (2, 0.019231305), (3, 0.019231435), (4, 0.019231133), (5, 0.019231286), (6, 0.019231167), (7, 0.019231353), (8, 0.019231245), (9, 0.76922446), (10, 0.019231483), (11, 0.019231172), (12, 0.019231511)]",9
新开业，离冬瓜山近。,冬瓜,"[(0, 0.03846318), (1, 0.03846376), (2, 0.03846318), (3, 0.038464025), (4, 0.03846318), (5, 0.03846318), (6, 0.03846318), (7, 0.038463604), (8, 0.53843874), (9, 0.03846318), (10, 0.03846442), (11, 0.03846318), (12, 0.03846318)]",8
房间不错 老板贴心,房间 不错 老板 贴心,"[(0, 0.81538063), (1, 0.015384839), (2, 0.015384906), (3, 0.015384921), (4, 0.015384841), (5, 0.015384887), (6, 0.015385241), (7, 0.015384988), (8, 0.015384973), (9, 0.015384987), (10, 0.015384938), (11, 0.015384923), (12, 0.015384945)]",0
好地方，服务让你安心,地方 安心,"[(0, 0.02564315), (1, 0.025643118), (2, 0.025643118), (3, 0.025643228), (4, 0.025643118), (5, 0.025643267), (6, 0.025643162), (7, 0.025643215), (8, 0.692281), (9, 0.02564322), (10, 0.025643334), (11, 0.025643209), (12, 0.025643848)]",8
风景好，房间干净,风景 房间 干净,"[(0, 0.019231474), (1, 0.019231563), (2, 0.01923175), (3, 0.019231426), (4, 0.7692206), (5, 0.019231709), (6, 0.019231765), (7, 0.019231942), (8, 0.019231774), (9, 0.01923159), (10, 0.01923126), (11, 0.019231584), (12, 0.019231603)]",4
特别好干净舒服,干净 舒服,"[(0, 0.025641607), (1, 0.025641635), (2, 0.02564143), (3, 0.025641367), (4, 0.02564125), (5, 0.025641607), (6, 0.6923014), (7, 0.025641674), (8, 0.025641793), (9, 0.025641479), (10, 0.025641635), (11, 0.025641698), (12, 0.025641423)]",6
环境特别好很干净,环境 干净,"[(0, 0.0256415), (1, 0.6923016), (2, 0.025641529), (3, 0.025641302), (4, 0.0256416), (5, 0.025641661), (6, 0.025641734), (7, 0.02564169), (8, 0.025641674), (9, 0.025641443), (10, 0.025641331), (11, 0.025641521), (12, 0.025641445)]",1
挺不错的，超值,超值,"[(0, 0.03846472), (1, 0.03846408), (2, 0.03846408), (3, 0.03846408), (4, 0.53842986), (5, 0.03846408), (6, 0.03846408), (7, 0.03846408), (8, 0.03846408), (9, 0.03846408), (10, 0.03846466), (11, 0.03846408), (12, 0.03846408)]",4
房间温馨满意,房间 满意,"[(0, 0.02564161), (1, 0.025641557), (2, 0.025641756), (3, 0.025641782), (4, 0.025641566), (5, 0.025641454), (6, 0.69230026), (7, 0.025641914), (8, 0.025641773), (9, 0.025641624), (10, 0.025641467), (11, 0.025641594), (12, 0.025641644)]",6
还不错哟，，,不错,"[(0, 0.038461886), (1, 0.038461678), (2, 0.038461693), (3, 0.0384617), (4, 0.038461864), (5, 0.038461685), (6, 0.53845817), (7, 0.038461648), (8, 0.03846212), (9, 0.038461857), (10, 0.03846207), (11, 0.038461823), (12, 0.038461786)]",6
不错，会再来,不错,"[(0, 0.038461886), (1, 0.03846168), (2, 0.038461693), (3, 0.0384617), (4, 0.038461864), (5, 0.038461685), (6, 0.5384577), (7, 0.038461648), (8, 0.03846262), (9, 0.038461857), (10, 0.038462076), (11, 0.038461827), (12, 0.03846179)]",6
环境还可以,环境,"[(0, 0.038462337), (1, 0.038463354), (2, 0.038461726), (3, 0.038461804), (4, 0.538455), (5, 0.038461935), (6, 0.038462073), (7, 0.038462), (8, 0.038462315), (9, 0.038461797), (10, 0.038462028), (11, 0.038461886), (12, 0.038461767)]",4
非常好喝哦,好喝,"[(0, 0.038463593), (1, 0.03846318), (2, 0.03846318), (3, 0.038463514), (4, 0.03846318), (5, 0.03846318), (6, 0.03846318), (7, 0.038463347), (8, 0.5384397), (9, 0.038464125), (10, 0.03846318), (11, 0.03846318), (12, 0.038463477)]",8
老板很热情,老板 热情,"[(0, 0.02564162), (1, 0.025641631), (2, 0.025641631), (3, 0.6923017), (4, 0.025641244), (5, 0.025641471), (6, 0.025641466), (7, 0.02564175), (8, 0.02564127), (9, 0.025641661), (10, 0.02564162), (11, 0.02564168), (12, 0.025641289)]",3
民宿环境安静舒服，房间看到江景，楼下就是天宝兄弟小龙虾，过对面马路就是东瓜山夜市，满街都是地道的小吃。满意,民宿 环境 舒服 房间 江景 兄弟 对面 马路 夜市 地道 小吃 满意,"[(1, 0.92899024)]",1
房间干净舒适，前台小哥服务很好，唯一就是没有洗衣机～下次还会再住的,房间 干净 舒适 前台 小哥 洗衣机,"[(0, 0.010989315), (1, 0.010989529), (2, 0.010989364), (3, 0.010989375), (4, 0.010989411), (5, 0.010989446), (6, 0.010989345), (7, 0.86812717), (8, 0.0109894825), (9, 0.010989388), (10, 0.010989315), (11, 0.010989366), (12, 0.010989517)]",7
房间干净，江景好看，服务很好，会再次入住。,房间 干净 江景 好看 入住,"[(0, 0.012820903), (1, 0.012820944), (2, 0.012821044), (3, 0.012820831), (4, 0.012820812), (5, 0.012820925), (6, 0.012820854), (7, 0.846149), (8, 0.012820925), (9, 0.012820946), (10, 0.012820974), (11, 0.012820844), (12, 0.012820965)]",7
作为一个伪小资出游对住店是非常挑剔的，千挑万选才选中的店，不大，位于一个小区内，湖也是人工湖，但一进店就给人很雅致的感觉，房间的名字也很别致。我和老公订了270度水中大床房，智能马桶和小度，有简易的塌塌米茶山和泡澡浴盆，还有一个大大的衣架。灯光也很温馨，最重要的是很安静。我们端午节过来时恰遇下雨天，住了三晚也不觉无聊，两面临湖的开阔视野拍照也是非常好看的。下午－边喝茶一边听雨，湖边有红莲正开，偶有水鸭子在湖面戏游，不失为一幅唯美的画面。再说说老板人很热情，帮我们拿行礼，有求必应，最后还给报销了停车费。要说缺点就是地毯有一点污渍（我有强迫症），另外凉衣服不方便，其他都挺满意的。,小资 住店 挑剔 选中 位于 人工湖 进店 雅致 感觉 房间 名字 别致 智能 马桶 小度 简易 塌塌米 茶山 泡澡 浴盆 衣架 灯光 恰遇 下雨天 无聊 面临 拍照 好看 喝茶 鸭子 湖面 戏游 不失为 唯美 画面 老板 热情 行礼 还给 报销 停车费 缺点 地毯 污渍 强迫症 衣服 满意,"[(7, 0.98076564)]",7
