Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment,主题概率,主题类型
,2024-03-17 13:23:35,宅木葱之上,5,希望可以多加些电视剧之类的,昨天看了一眼电视剧更新的列表，发现网剧都很老，甚至有2017年的买回来更新，我想说在动漫的基础上多一点网剧会有更多人来站吧,电视剧 列表 发现 网剧 动漫 基础 网剧,负面,"[(7, 0.6848713), (8, 0.20676607)]",7
,2024-03-17 13:00:29,Ashe law,4,Ios的B站为什么不能设置弹幕大小了,好难受啊，现在太小了！然后竖屏视频能不能有关闭抖音模式的功能，官方你怎么想的啊,难受 太小 竖屏 视频 关闭 模式 功能 官方,负面,"[(6, 0.20244908), (7, 0.7012318)]",7
,2024-03-17 06:36:14,hgjknanjin,1,臣退了,最近的推送机制净退一些勾食，不行了站也完蛋了，你接广告我能忍带货也行，但你天天让我看一些脑干缺失的视频我无法忍受再见了阿希望你继续保持你有一个美好的未来😋😋😋,推送 机制 勾食 不行 完蛋 广告 脑干 缺失 视频 再见 希望 美好,负面,"[(10, 0.92817247)]",10
,2024-03-17 03:51:23,担保贷款ki,1,bug,（该条评论已经被删除）多次保存别人动态图片会闪退,评论 删除 保存 动态 图片 闪退,负面,"[(6, 0.3779398), (13, 0.4982462)]",13
,2024-03-17 01:40:25,05263733,1,垃圾不必多言,年费能说了吧，10小时80播放上不了热榜，热搜谁掏钱谁上，这几天的事情抖音都放了，站甚至在热搜看不见影子，真是令人作呕，1星是最高评价了,费能 小时 播放 掏钱 事情 看不见 影子 评价,负面,"[(8, 0.80376035), (11, 0.099867344)]",8
,2024-03-17 00:49:23,手持吉太的帝宝,2,怎么进up主主页默认是图文,越改越难用，甚至不告知用户在哪可以调回去。2星给的是那些更新的长视频博主,告知 用户 视频 博主,负面,"[(0, 0.01333971), (1, 0.0133397), (2, 0.013339713), (3, 0.01333971), (4, 0.0133397), (5, 0.013339696), (6, 0.013339683), (7, 0.81324416), (8, 0.013339696), (9, 0.013339701), (10, 0.01333973), (11, 0.013339709), (12, 0.013339709), (13, 0.01333971), (14, 0.013339683)]",7
,2024-03-16 21:25:58,delete-update,5,app功能,取消首页自动刷新,取消 刷新,负面,"[(0, 0.022222599), (1, 0.022222554), (2, 0.022222565), (3, 0.022222556), (4, 0.022222554), (5, 0.022222556), (6, 0.022222554), (7, 0.02222257), (8, 0.022222554), (9, 0.022222558), (10, 0.022222564), (11, 0.022222554), (12, 0.02222257), (13, 0.68888414), (14, 0.022222554)]",13
,2024-03-16 20:44:54,垚2098,2,越来越烂,短视频害了站，天天推一些低智低龄的史，风气大不如前，刷五六条视频就是广告，大量的土味恰饭视频，这是奔着抖音快手成为第三个网络厕所啊……,视频 低龄 风气 视频 广告 土味 恰饭 视频 网络 厕所,负面,"[(10, 0.91512746)]",10
,2024-03-16 17:15:41,逝云南,1,差评,搜不到我的宝贝差评差评差评,不到 评差 评差,负面,"[(0, 0.26666462), (1, 0.5166572), (2, 0.016667543), (3, 0.016667541), (4, 0.01666756), (5, 0.016667537), (6, 0.016667537), (7, 0.016667537), (8, 0.016667537), (9, 0.016667543), (10, 0.016667537), (11, 0.016667716), (12, 0.016667541), (13, 0.016667537), (14, 0.016667543)]",1
,2024-03-16 13:41:39,教你才听移民,1,一切到小窗口就加载不出视频,每次想用小窗口看视频就黑屏，用别的软件小窗口都好好的，唯独用加载不出来，真垃圾,想用 视频 软件 加载 垃圾,负面,"[(0, 0.011123829), (1, 0.6045486), (2, 0.011123838), (3, 0.011123825), (4, 0.011123838), (5, 0.011123844), (6, 0.011123841), (7, 0.011123866), (8, 0.0111238435), (9, 0.25084147), (10, 0.0111238435), (11, 0.011123851), (12, 0.011123838), (13, 0.011123849), (14, 0.011123819)]",1
,2024-03-16 10:57:52,j s j an n sh h s,1,更新更不动,删除也删除不了太多,删除 删除,负面,"[(0, 0.022222243), (1, 0.02222224), (2, 0.02222224), (3, 0.02222224), (4, 0.022222267), (5, 0.6888885), (6, 0.022222254), (7, 0.02222224), (8, 0.022222262), (9, 0.022222253), (10, 0.02222225), (11, 0.022222277), (12, 0.022222243), (13, 0.022222253), (14, 0.022222245)]",5
,2024-03-16 04:38:41,BOXLBX,1,垃圾app滚吧别做了越做越烂,早知道就不该手贱点了更新 现在没登录连评论都看不完 历史记录也看不了了是吧 是有必要扣成这样？自己现在用户多少心里没点数吗 继续这样下去还是别做了 滚吧 垃圾越来越垃圾,不该 登录 评论 看不完 历史记录 扣成 用户 点数 垃圾 垃圾,负面,"[(0, 0.83436966), (10, 0.086805075)]",0
,2024-03-16 01:37:12,真正的创世之神,1,垃圾。,纯粹的垃圾。,垃圾,负面,"[(0, 0.033333562), (1, 0.03333364), (2, 0.03333357), (3, 0.033333488), (4, 0.033333488), (5, 0.033333488), (6, 0.033333562), (7, 0.5333307), (8, 0.033333514), (9, 0.033333473), (10, 0.033333488), (11, 0.03333349), (12, 0.033333622), (13, 0.033333484), (14, 0.0333335)]",7
,2024-03-15 22:08:23,歧视曲,2,哔哩哔哩是真的烂,（该条评论已经被删除）每次点开视频都是正在缓冲到底是什么啊？明明信号很满的点开视频就是要缓冲78秒这样子不愧是被称为小破站以前小破站还可以现在怎么说烂透了本人17年注册的但是实际是14年玩的小破站那时候没有电话卡而已总体来说小破站是红豆泥烂就是烂,评论 删除 视频 缓冲 信号 很满 点开 视频 缓冲 样子 不愧 称为 小破站 注册 小破站 电话卡 总体 红豆 泥烂,负面,"[(11, 0.9532737)]",11
,2024-03-15 21:24:40,157905243,1,取消缓存视频单集循环，有病,取消缓存视频单集循环，有病,取消 缓存 视频 单集,负面,"[(0, 0.013333943), (1, 0.013333943), (2, 0.013333973), (3, 0.013333941), (4, 0.013333944), (5, 0.013333944), (6, 0.013333939), (7, 0.013333951), (8, 0.013333944), (9, 0.013333943), (10, 0.01333395), (11, 0.0133339465), (12, 0.013333944), (13, 0.81332475), (14, 0.013333939)]",13
,2024-03-15 21:02:55,很久没有庆祝,5,BUG,（该条评论已经被删除）忍无可忍了，全屏直播发弹幕会黑屏卡死，复现率100%,评论 删除 全屏 弹幕 复现,负面,"[(0, 0.011129498), (1, 0.011129499), (2, 0.011129499), (3, 0.011129504), (4, 0.011129508), (5, 0.01112953), (6, 0.011129508), (7, 0.011129514), (8, 0.0111295255), (9, 0.011129514), (10, 0.0111295), (11, 0.627895), (12, 0.011129497), (13, 0.22742136), (14, 0.011129511)]",11
,2024-03-15 20:54:39,双鼎科技,1,今非昔比,本来很好，现在垃圾,垃圾,负面,"[(0, 0.033333533), (1, 0.533331), (2, 0.033333536), (3, 0.033333465), (4, 0.033333465), (5, 0.033333465), (6, 0.033333533), (7, 0.03333358), (8, 0.033333488), (9, 0.033333454), (10, 0.033333465), (11, 0.03333347), (12, 0.033333577), (13, 0.03333346), (14, 0.033333477)]",1
,2024-03-15 20:28:48,禁漫娘,5,b站风气简直依托答辩,（该条评论已经被删除）如题,评论 删除,负面,"[(0, 0.02222224), (1, 0.022222236), (2, 0.022222236), (3, 0.022222236), (4, 0.022222266), (5, 0.68888855), (6, 0.02222225), (7, 0.022222236), (8, 0.022222258), (9, 0.022222249), (10, 0.022222247), (11, 0.022222279), (12, 0.02222224), (13, 0.022222249), (14, 0.022222241)]",5
,2024-03-15 20:28:42,田中正太,1,不停闪退，请解决,闪退,闪退,负面,"[(0, 0.03333343), (1, 0.033333447), (2, 0.03333343), (3, 0.033333458), (4, 0.033333432), (5, 0.03333344), (6, 0.53333193), (7, 0.033333477), (8, 0.03333344), (9, 0.033333443), (10, 0.03333343), (11, 0.033333432), (12, 0.03333343), (13, 0.033333436), (14, 0.03333343)]",6
,2024-03-15 18:03:31,印曦芸,1,投屏问题,投屏问题真的是很严重，每次都是卡的要死还投不上，这已经不是网络问题了，就是很有病的设置。,投屏 要死 网络,负面,"[(0, 0.01666964), (1, 0.016669637), (2, 0.016669607), (3, 0.016669612), (4, 0.016669646), (5, 0.016669651), (6, 0.016669618), (7, 0.01666961), (8, 0.016669616), (9, 0.01666961), (10, 0.7666253), (11, 0.016669609), (12, 0.016669607), (13, 0.016669659), (14, 0.016669616)]",10
,2024-03-15 11:31:38,？？？？？？？？？！我,1,离线缓存循环播放问题,站真的越来越差了，从出现竖屏视频开始到现在广告横飞我都忍了，离线缓存不能循环播放什么意思？？？真的站的风气越来越差了，什么勾史视频都有。一直推送广告还有一段时间元梦之星霸占站等等,竖屏 视频 广告 横飞 离线 缓存 播放 风气 勾史 视频 推送 广告 霸占,负面,"[(2, 0.58370405), (7, 0.35437256)]",2
,2024-03-15 09:26:37,你明明民工明明知道我是,5,购物欺骗，信用极差,2021年购买的8千多的雕像直至2024年2月才补款发货，2月29补款后迟迟不发货。直到3月11日催问才告知订单异常，而后承诺48小时内发货，结果3月15日还是没发货。我咨询客服后无果，真的感觉被骗了，一直被拖时间，越做越差了，信用差极了！,购买 雕像 直至 补款 发货 补款 发货 催问 告知 订单 承诺 小时 发货 发货 客服 感觉 拖时间 越做越 信用,负面,"[(11, 0.9532793)]",11
,2024-03-15 08:38:33,免费了吗,1,一堆剧本垃圾视频，已经全网一样烂了,（该条评论已经被删除）只要是同一个互联网，果然烂也是早晚的事儿。现在就已经烂透了，某一天也就卸载了,评论 删除 互联网 事儿 卸载,负面,"[(0, 0.0111207245), (1, 0.011120722), (2, 0.011120722), (3, 0.15465671), (4, 0.011120732), (5, 0.44612423), (6, 0.011120728), (7, 0.011120722), (8, 0.0111207515), (9, 0.01112073), (10, 0.011120747), (11, 0.011120744), (12, 0.2657703), (13, 0.011120743), (14, 0.011120723)]",5
,2024-03-15 01:23:02,__nillin__,1,摇一摇广告太烦人了,打开必有摇一摇广告，首页推荐，每四个内容里面必有一个广告。,打开 广告 推荐 内容 广告,负面,"[(0, 0.011111294), (1, 0.011111304), (2, 0.53445774), (3, 0.32109523), (4, 0.011111299), (5, 0.011111316), (6, 0.0111113), (7, 0.01111132), (8, 0.011111294), (9, 0.011111353), (10, 0.01111129), (11, 0.011111313), (12, 0.011111299), (13, 0.01111136), (14, 0.01111129)]",2
,2024-03-14 23:24:59,月下旅人,1,垃圾,到处都是引导下载，不下不配用手机浏览器看。,引导 下载 配用 手机 浏览器,负面,"[(0, 0.011114948), (1, 0.011114948), (2, 0.15162759), (3, 0.7038781), (4, 0.011114948), (5, 0.011114951), (6, 0.011114949), (7, 0.011114948), (8, 0.011114948), (9, 0.011114948), (10, 0.011114953), (11, 0.011114948), (12, 0.011114948), (13, 0.011114951), (14, 0.011114948)]",3
,2024-03-14 20:07:40,sjcudhjzxisn,4,Good；A,（该条评论已经被删除） ,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.02222228), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-03-14 09:45:52,DiaoDuck,1,离线缓存不能单集循环了,我只能说，有对这些需求的千万不要升级，我现在想要单集循环的只能手动点了，差评！,只能 需求 想要 单集 只能 手动,负面,"[(7, 0.20441759), (12, 0.6717397)]",12
,2024-03-14 00:36:56,总是闪退怎么办？？,1,总是闪退,点击离线缓存和视频下载就会闪退或者特别卡，以前用安卓手机就没有这种情况，是不是苹果手机的适配没弄好？？,点击 离线 缓存 视频 下载 闪退 手机 情况 苹果 手机 适配,负面,"[(3, 0.3362915), (7, 0.3052368), (13, 0.29180074)]",3
,2024-03-13 23:50:10,dogragii,1,有BUG,上怎么一直有个不改呢，好几个版本了，尽更新广告了。看视频的时候长按视频加速声音会消失，有时还会闪退，能不能尽快修一下，受不鸟啦！,版本 广告 视频 视频 加速 声音 消失 闪退,负面,"[(5, 0.7369804), (9, 0.16667931)]",5
,2024-03-13 21:52:48,nishiwodeshen,4,客服什么时候能智能一点,（该条评论已经被删除）我们站用户有时候会被莫名其妙地封号，跟客服讲了都不给处理，这怎么办啊！,评论 删除 用户 封号 客服,负面,"[(0, 0.011111305), (1, 0.011111287), (2, 0.011111291), (3, 0.011111298), (4, 0.011111313), (5, 0.24179831), (6, 0.01111129), (7, 0.011111288), (8, 0.0111112995), (9, 0.61375475), (10, 0.011111302), (11, 0.0111113135), (12, 0.011111317), (13, 0.011111301), (14, 0.011111287)]",9
,2024-03-13 21:39:44,nick gan name,1,无限闪退,（该条评论已经被删除）更新后就闪个不停视频都没法看,评论 删除 视频 没法,负面,"[(0, 0.013333811), (1, 0.013333883), (2, 0.013333818), (3, 0.013333808), (4, 0.013333826), (5, 0.81332636), (6, 0.013333811), (7, 0.013333848), (8, 0.0133338235), (9, 0.013333915), (10, 0.01333383), (11, 0.013333838), (12, 0.013333815), (13, 0.013333843), (14, 0.013333809)]",5
,2024-03-13 20:51:16,DL&RS斯派克,3,有没有意思,（该条评论已经被删除）一直退出登录有意思吗？,评论 删除 退出 登录,负面,"[(0, 0.40264276), (1, 0.013333543), (2, 0.013333545), (3, 0.013333541), (4, 0.013333558), (5, 0.42402098), (6, 0.013333561), (7, 0.013333564), (8, 0.013333553), (9, 0.013333625), (10, 0.013333546), (11, 0.013333564), (12, 0.013333541), (13, 0.013333553), (14, 0.013333543)]",5
,2024-03-13 18:29:04,Kiddlee,1,还我硬币,还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币还我硬币,硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币 硬币,负面,"[(5, 0.9717167)]",5
,2024-03-13 18:22:56,汤圆丸子,1,低俗暴力的内容与弹幕横行,站已经沦为变态男与擦边女的天堂，无论是诱导虐待动物的视频和评论还是擦边的低俗内容审核统统给过举报全都无效。眼看着社区环境越来越差而平台却无所作为。普普通通的内容都能引起骂战。心痛卸载了，实在看不了那些变态内容,沦为 变态男 擦边 天堂 虐待 动物 视频 评论 擦边 低俗 内容 审核 统统 举报 无效 眼看 社区 环境 平台 内容 心痛 卸载 实在 变态 内容,负面,"[(9, 0.9640879)]",9
,2024-03-13 18:17:16,acmonria,1,🤮🤮🤮,用户低龄化、控评煽动对立、奇葩的审核机制,用户 低龄化 控评 煽动 对立 奇葩 审核 机制,负面,"[(0, 0.89624345)]",0
,2024-03-13 18:10:40,有事打电话叫的很好闻,1,bug卡顿,可不可以解决下在4上面断网后卡退和旋转后卡顿和卡顿这个，真的很难受，现在还莫名其妙的自动退出更新,解决 断网 卡退 旋转 难受 退出,负面,"[(6, 0.6415924), (9, 0.23452862)]",6
,2024-03-13 14:31:04,莫墨仓,3,依托,（该条评论已经被删除）答辩的短视频 ，看评论知道不知我被恶心到了,评论 删除 答辩 视频 评论 不知 恶心,负面,"[(8, 0.8832891)]",8
,2024-03-13 11:50:37,珞文,1,惯的…全是推荐低创无营养视频！,（该条评论已经被删除）点击不感兴趣或是拉黑还不管用，越推越离谱，越推越多。直接卸载。抖音和快手、破站，已经全然成为一路货色……,评论 删除 点击 推越 离谱 推越 卸载,负面,"[(3, 0.15472035), (11, 0.7369183)]",11
,2024-03-13 11:24:49,418841880000000000000,1,垃圾软件,晦气的软件，在这上买东西真的是做的最错误的决定！垃圾！,晦气 软件 上买 错误 垃圾,负面,"[(0, 0.011115882), (1, 0.011115889), (2, 0.011115885), (3, 0.011115881), (4, 0.011115874), (5, 0.011115877), (6, 0.0111158965), (7, 0.69072837), (8, 0.011115888), (9, 0.01111588), (10, 0.0111158835), (11, 0.011115887), (12, 0.011115888), (13, 0.16476515), (14, 0.011115874)]",7
,2024-03-13 11:23:12,圣主菲尼克斯,3,优化烂,优化很烂，长按加速视频几秒会失去声音，键盘输入在评论区不能生效，还有老问题播放界面不能回到上一个视频,很烂 加速 视频 声音 键盘输入 评论 生效 播放 界面 回到 视频,负面,"[(11, 0.92214453)]",11
,2024-03-13 05:30:48,艾香力,1,把播放量换成总播放时长！！！,把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！把播放量换成总播放时长！！！,播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放 播放 换成 播放,负面,"[(10, 0.97971)]",10
