内容,主题概率,主题类型
一包 味道 没想到 三个 虫眼 一口 发现,"[(0, 0.015649758), (1, 0.015655823), (2, 0.89051616), (3, 0.015629716), (4, 0.015632546), (5, 0.015642518), (6, 0.015642704), (7, 0.015630769)]",2
他家 品质 真的 不好 大小 忘记 拍照 一共 几个 发霉 几个 发霉 没法 发白 那种 味道 那种 甜味 反正 好吃 品质 真的,"[(0, 0.26316196), (4, 0.48581123), (5, 0.22380593)]",4
一袋 没剩 几个,"[(0, 0.7811587), (1, 0.03125404), (2, 0.031280637), (3, 0.031262446), (4, 0.031267963), (5, 0.031252556), (6, 0.03126529), (7, 0.0312584)]",0
好吃 甜味 小时 赔付 吃不完 发现 没拍,"[(0, 0.015670763), (1, 0.1681747), (2, 0.40587297), (3, 0.015659623), (4, 0.2283974), (5, 0.015672008), (6, 0.13489324), (7, 0.015659321)]",2
居多 四包 两包 购买,"[(0, 0.025070405), (1, 0.025040803), (2, 0.025032545), (3, 0.025029715), (4, 0.025018794), (5, 0.025094198), (6, 0.8246481), (7, 0.025065469)]",6
千万别 收到 长虫 直播 真是太 生气 口感 不好,"[(0, 0.013915756), (1, 0.013914212), (2, 0.9025612), (3, 0.01390877), (4, 0.013930306), (5, 0.01391904), (6, 0.013946447), (7, 0.01390429)]",2
坏果 保赔 噱头 不理 就别 怪人 第一次 味道 算不上 难吃 称不上 好吃 几口 东西 再见,"[(0, 0.13541493), (4, 0.8176031)]",4
不介意 购买 商家,"[(0, 0.031322353), (1, 0.031307984), (2, 0.031296313), (3, 0.031306818), (4, 0.031306054), (5, 0.780836), (6, 0.031311836), (7, 0.031312685)]",5
一包 补发 两包 一包 看着,"[(0, 0.020864598), (1, 0.020893523), (2, 0.020860175), (3, 0.020859737), (4, 0.020864986), (5, 0.8539551), (6, 0.020854043), (7, 0.020847851)]",5
果子 还给 超过 克才 赔偿 直播间 果子,"[(0, 0.015642919), (1, 0.01564375), (2, 0.015649557), (3, 0.01564554), (4, 0.015641738), (5, 0.015664771), (6, 0.25834796), (7, 0.6477637)]",7
坏果 一包 一半多 虫果 烂果 服务 有待 提高,"[(0, 0.7348777), (1, 0.013915365), (2, 0.013915652), (3, 0.18159942), (4, 0.013911836), (5, 0.013924521), (6, 0.013943042), (7, 0.01391241)]",0
服务态度 坏果 信息 描述 相符 情况 一点 符合 压根,"[(0, 0.012540254), (1, 0.012539775), (2, 0.01254191), (3, 0.9122501), (4, 0.012521312), (5, 0.012545776), (6, 0.012526357), (7, 0.012534569)]",3
分量 发毛 还能 信息 商家,"[(0, 0.020849148), (1, 0.02086515), (2, 0.8539583), (3, 0.020865874), (4, 0.020868564), (5, 0.020864587), (6, 0.020875737), (7, 0.02085268)]",2
坏果 虫子 虫眼 发毛,"[(0, 0.025023771), (1, 0.02501124), (2, 0.8248571), (3, 0.025008088), (4, 0.025013722), (5, 0.025027912), (6, 0.02501598), (7, 0.025042197)]",2
第一次 差评 回家 几天 回来 四包 包装袋 不到 连开 两个 坏果 好几个 一点 对不起 几十块,"[(2, 0.84519315), (5, 0.10782445)]",2
还坏 一根 淘宝 一斤,"[(0, 0.025032466), (1, 0.025019819), (2, 0.02504031), (3, 0.025026575), (4, 0.63597023), (5, 0.025022969), (6, 0.21383913), (7, 0.025048485)]",4
发霉 体验,"[(0, 0.7078872), (1, 0.041730925), (2, 0.041693825), (3, 0.041703396), (4, 0.041824646), (5, 0.04171125), (6, 0.041697036), (7, 0.0417517)]",0
虫子 三分之二 真的,"[(0, 0.031271983), (1, 0.031282865), (2, 0.03129262), (3, 0.031280924), (4, 0.35974622), (5, 0.031321507), (6, 0.031276412), (7, 0.4525275)]",7
坏果 收到 检查 检查 完有 坏果 客服 信息 多长时间 回复 差劲,"[(0, 0.0104322815), (1, 0.010441886), (2, 0.92692614), (3, 0.0104613695), (4, 0.010431776), (5, 0.010443772), (6, 0.010428692), (7, 0.010434114)]",2
一共 瓜裂枣 几个 谨慎 购买,"[(0, 0.41795728), (1, 0.020856686), (2, 0.020872762), (3, 0.020853778), (4, 0.4567446), (5, 0.020924808), (6, 0.02086398), (7, 0.020926097)]",4
东西 不好 服务态度 不好 很贵 值得 购买,"[(0, 0.742675), (1, 0.015641825), (2, 0.015653813), (3, 0.015662322), (4, 0.015655078), (5, 0.16341655), (6, 0.015641188), (7, 0.015654204)]",0
发霉 发货 客服 回复,"[(0, 0.025016315), (1, 0.025048409), (2, 0.025024628), (3, 0.38363847), (4, 0.46618152), (5, 0.025045464), (6, 0.025006775), (7, 0.025038466)]",4
无良 商家 打开 四个 果子 两个 退货 商家 水果 退货 欺骗 消费者,"[(6, 0.93262047)]",6
打开 发现 发霉,"[(0, 0.031288374), (1, 0.03126938), (2, 0.031325992), (3, 0.03128438), (4, 0.78092605), (5, 0.031255826), (6, 0.031373437), (7, 0.031276546)]",4
下单 大果 发来 大果,"[(0, 0.025055459), (1, 0.025006725), (2, 0.025003487), (3, 0.025016407), (4, 0.025016798), (5, 0.82489246), (6, 0.025005216), (7, 0.025003502)]",5
一包 拆开 六条 三条 要买 慎买,"[(0, 0.6113339), (1, 0.01790512), (2, 0.017912664), (3, 0.017916784), (4, 0.28118536), (5, 0.017926196), (6, 0.017918393), (7, 0.01790153)]",0
好多 发霉 坏果 虫子 果子 几个 不划算,"[(0, 0.015674269), (1, 0.015665082), (2, 0.44126052), (3, 0.01563925), (4, 0.01568235), (5, 0.015654352), (6, 0.46474287), (7, 0.015681343)]",6
十二个 贵点 发莓 黑心 老板 第二次 垃圾,"[(0, 0.103835054), (1, 0.6443107), (2, 0.015642317), (3, 0.015680226), (4, 0.17353429), (5, 0.01568154), (6, 0.015646474), (7, 0.015669368)]",1
块钱 本来 几个 购物,"[(0, 0.025064753), (1, 0.02503423), (2, 0.02502779), (3, 0.025004007), (4, 0.8247835), (5, 0.025051162), (6, 0.025025202), (7, 0.025009288)]",4
收到 心情 美好 一上 感觉 消费者 一袋 运输 途中 损耗 五块 补贴,"[(0, 0.093935974), (6, 0.8482329)]",6
一斤 便宜,"[(0, 0.041694395), (1, 0.04166862), (2, 0.041741017), (3, 0.04170807), (4, 0.041694984), (5, 0.041673705), (6, 0.041689884), (7, 0.70812935)]",7
好多 虫子 注掉 特别,"[(0, 0.025033692), (1, 0.025021674), (2, 0.8247511), (3, 0.025026696), (4, 0.02502413), (5, 0.025054842), (6, 0.02503642), (7, 0.025051476)]",2
一包 三分之二 坏果,"[(0, 0.474306), (1, 0.03129744), (2, 0.031315163), (3, 0.031274356), (4, 0.3379189), (5, 0.03132913), (6, 0.031285428), (7, 0.0312736)]",0
坏果 三个 两个,"[(0, 0.031314265), (1, 0.031336475), (2, 0.7809687), (3, 0.031268794), (4, 0.031288717), (5, 0.031294186), (6, 0.031271715), (7, 0.031257126)]",2
小孩 孩子 吓哭 一包 几个 样子 商家,"[(0, 0.8902812), (1, 0.015678298), (2, 0.015663557), (3, 0.015664512), (4, 0.015678322), (5, 0.015681783), (6, 0.015678836), (7, 0.015673438)]",0
口感 一半 果子 坑人 少点 坏果,"[(0, 0.19412212), (1, 0.01787968), (2, 0.017887326), (3, 0.017891789), (4, 0.017906914), (5, 0.69854486), (6, 0.017890729), (7, 0.017876625)]",5
本来 打算 回购 回来 失望 直播间 新鲜 好吃 客服 解决问题 满意,"[(0, 0.22309719), (1, 0.56954217), (2, 0.15522061), (3, 0.01043074), (4, 0.010424416), (5, 0.010433306), (6, 0.010425172), (7, 0.010426386)]",1
客服 消息 了无语,"[(0, 0.03129098), (1, 0.031306334), (2, 0.03129529), (3, 0.03135076), (4, 0.03129343), (5, 0.031306785), (6, 0.0313025), (7, 0.7808539)]",7
描述 相符 情况 发霉,"[(0, 0.025027547), (1, 0.025035504), (2, 0.025011545), (3, 0.62924695), (4, 0.22059625), (5, 0.025020514), (6, 0.025018532), (7, 0.02504313)]",3
果子 没用 外壳 果时 发货 发出,"[(0, 0.017888952), (1, 0.017895848), (2, 0.017889142), (3, 0.017878277), (4, 0.017884206), (5, 0.87478536), (6, 0.017889293), (7, 0.017888876)]",5
三包 一包 一包 补偿 补偿,"[(0, 0.020899259), (1, 0.020864606), (2, 0.020852068), (3, 0.020834757), (4, 0.020857906), (5, 0.020876829), (6, 0.8539738), (7, 0.020840785)]",6
一包 里边 总共 七八个 三四个 难评,"[(0, 0.69977343), (1, 0.017881582), (2, 0.017892867), (3, 0.017876484), (4, 0.19291589), (5, 0.017899042), (6, 0.01788248), (7, 0.017878192)]",0
一包 总共 一二个 几个 果肉 店铺 两包 朋友 果肉 一包 理解,"[(0, 0.23684767), (1, 0.010431357), (2, 0.010434552), (3, 0.0104214735), (4, 0.010454598), (5, 0.010434552), (6, 0.7005465), (7, 0.010429276)]",6
没吃过 想着 一包 试看 一包 一半 发霉 打开 第一个,"[(0, 0.269992), (1, 0.012518812), (2, 0.012514527), (3, 0.012508111), (4, 0.6549198), (5, 0.012520598), (6, 0.012514455), (7, 0.012511742)]",4
客服,"[(0, 0.062533714), (1, 0.06257404), (2, 0.06254477), (3, 0.5621755), (4, 0.06253996), (5, 0.06254957), (6, 0.06252637), (7, 0.06255605)]",3
虫子 恶心 吓人 包装 酸角 特别,"[(0, 0.017895423), (1, 0.22674848), (2, 0.017917076), (3, 0.01787159), (4, 0.017910756), (5, 0.6658558), (6, 0.017879462), (7, 0.017921329)]",5
差评 三发 打开 一包 东西 孕妇 劝退 姐妹 轻易 差评 质量 避雷,"[(2, 0.5392652), (6, 0.40284252)]",2
新鲜 好几个 长毛 粉粒 小心 上当 坏果,"[(0, 0.6944424), (1, 0.01566284), (2, 0.21161692), (3, 0.01563853), (4, 0.015640065), (5, 0.015654752), (6, 0.015655367), (7, 0.015689144)]",0
两包 剥出 三个 一包 包加 剥好 一包,"[(0, 0.015657077), (1, 0.01566493), (2, 0.015644638), (3, 0.015635705), (4, 0.015637118), (5, 0.8904825), (6, 0.015642026), (7, 0.015636025)]",5
好歹 泡沫 的别 漏出来 两包,"[(0, 0.020882646), (1, 0.020901194), (2, 0.8538389), (3, 0.020860026), (4, 0.02086597), (5, 0.020894838), (6, 0.020901157), (7, 0.020855216)]",2
恶心 嘴里 三个 反馈 客服 人理,"[(0, 0.017894203), (1, 0.87467587), (2, 0.017909383), (3, 0.017940557), (4, 0.017925164), (5, 0.017887795), (6, 0.017871303), (7, 0.017895736)]",1
三发 四拿 回来 大半 客服 补发 三包 品质 回来 好多 虫眼 购买 补发 一看 品质,"[(2, 0.94517446)]",2
感觉 新鲜 上当,"[(0, 0.03129859), (1, 0.03128969), (2, 0.031289), (3, 0.031253416), (4, 0.031254668), (5, 0.78103966), (6, 0.031292874), (7, 0.031282127)]",5
幸好 一包 开袋 商家 有没有 一次性 整袋 烂果 欲望 商家 电话 买家 匿名 这块 特差 隐私,"[(6, 0.94844615)]",6
五个 两个 发霉 味道 酸甜 质量 不太好,"[(0, 0.015658008), (1, 0.015661398), (2, 0.015650565), (3, 0.015634293), (4, 0.36594346), (5, 0.54014796), (6, 0.015663536), (7, 0.01564081)]",5
发霉 口感 无语,"[(0, 0.031298973), (1, 0.031297505), (2, 0.03129281), (3, 0.031256467), (4, 0.48329777), (5, 0.32898235), (6, 0.031264566), (7, 0.03130955)]",4
难吃 一批 买点 山楂 话梅 话梅 好吃 真的 好吃 差评 坏果 没看 难吃 买点 真的 难吃 有点像 很酸 甜味 梅酱 很大 黏手 形容 不来 好吃,"[(2, 0.9662766)]",2
发霉 黏糊 感觉 坏掉 物流 更慢,"[(0, 0.66801274), (1, 0.017886346), (2, 0.017879717), (3, 0.01789232), (4, 0.22466952), (5, 0.017883096), (6, 0.017888255), (7, 0.017887982)]",0
发霉 几口 发现 赶紧 直播,"[(0, 0.020872593), (1, 0.020861885), (2, 0.02088735), (3, 0.02087509), (4, 0.02090489), (5, 0.02085875), (6, 0.23997386), (7, 0.63476557)]",7
好多 坏果 客服 发消息 接收 恶心 商家,"[(0, 0.015649125), (1, 0.015662575), (2, 0.8904149), (3, 0.015661608), (4, 0.015657086), (5, 0.015654944), (6, 0.015652273), (7, 0.015647512)]",2
再也 不想 一点 解决,"[(0, 0.6000901), (1, 0.2498105), (2, 0.025008744), (3, 0.025002653), (4, 0.025013823), (5, 0.025020659), (6, 0.025018655), (7, 0.025034862)]",0
差评 上次 直播间 抵坏 抵坏 坏果 发霉 每包 坏果 至少 一半,"[(0, 0.3105921), (1, 0.5169818), (2, 0.010442978), (3, 0.12027162), (4, 0.0104296915), (5, 0.010430519), (6, 0.01042555), (7, 0.010425736)]",1
总共 几个 两个 两个 晓得,"[(0, 0.020847116), (1, 0.020843819), (2, 0.5137253), (3, 0.020845301), (4, 0.36119774), (5, 0.020846575), (6, 0.02085137), (7, 0.020842815)]",2
两包 坏果 一大半 教训,"[(0, 0.5540893), (1, 0.2956704), (2, 0.02502683), (3, 0.02501037), (4, 0.025062071), (5, 0.025044508), (6, 0.025017649), (7, 0.025078855)]",0
买过 酸甜 角里 最差 果子 很大 果肉 感觉 好多 新鲜 像是,"[(0, 0.43376544), (1, 0.010426678), (2, 0.010428972), (3, 0.0104221655), (4, 0.010426836), (5, 0.010438551), (6, 0.5036552), (7, 0.010436187)]",6
收到 一共 好吃 可伶 真的 智商,"[(0, 0.14710484), (1, 0.0178922), (2, 0.017914455), (3, 0.017894167), (4, 0.017897632), (5, 0.5202125), (6, 0.24318072), (7, 0.017903468)]",5
一包 几个 一半 评论,"[(0, 0.8249019), (1, 0.025016172), (2, 0.025022749), (3, 0.02500921), (4, 0.025013639), (5, 0.025014726), (6, 0.025014207), (7, 0.025007421)]",0
三个 两个 跟开 盲盒 一袋 几个 慎买,"[(0, 0.28959656), (1, 0.015656617), (2, 0.015654603), (3, 0.37297332), (4, 0.25919706), (5, 0.015639406), (6, 0.015651373), (7, 0.01563109)]",3
说实话 不值 价格 一共 拆开 第一 包都 特别 同事 好吃 第三 包是 好吃 第四 发霉 反正 真的 特别 满意 几颗,"[(2, 0.14939773), (4, 0.64982665), (5, 0.17096399)]",4
东西 放进去,"[(0, 0.04179593), (1, 0.041704077), (2, 0.70806134), (3, 0.04169496), (4, 0.04167568), (5, 0.04170846), (6, 0.041691236), (7, 0.041668314)]",2
打开 袋子 一共 发霉,"[(0, 0.82473636), (1, 0.025023982), (2, 0.025021182), (3, 0.025005193), (4, 0.025052546), (5, 0.02501913), (6, 0.025110008), (7, 0.025031572)]",0
东西 一点 不好 每包 好几个 包不 每包 打开 看吧 想着 包有 下包 终于 包全 打开 一肚子气 主播 好吃,"[(1, 0.953871)]",1
全部都是 发霉,"[(0, 0.041740168), (1, 0.04170928), (2, 0.04168573), (3, 0.04169395), (4, 0.7080874), (5, 0.0416812), (6, 0.041692596), (7, 0.041709676)]",4
下单 第一次 第二次 个头 第三次 收到 打开 第一 一包 坏果 一袋 几根 长毛 偶然 垃圾桶 拍照 一袋 剩下 好坏 一家,"[(0, 0.44288936), (3, 0.52130634)]",3
好吃 包装 物流 速度 描述 相符 情况 好吃 猪食 味道,"[(0, 0.011380774), (1, 0.51306397), (2, 0.011379442), (3, 0.011404039), (4, 0.01139261), (5, 0.41860676), (6, 0.011392047), (7, 0.011380322)]",1
直播间 实物 直播间 配货 直播间 果肉 颜色 果肉 不厚 别家 差别,"[(0, 0.010436655), (1, 0.010438781), (2, 0.9269719), (3, 0.010425576), (4, 0.010427202), (5, 0.010433461), (6, 0.01043219), (7, 0.010434233)]",2
真的 端的 孕妇 零食 误以为 怀孕 真的,"[(0, 0.015644014), (1, 0.015644025), (2, 0.015643796), (3, 0.015644295), (4, 0.015644848), (5, 0.015649445), (6, 0.015641252), (7, 0.8904883)]",7
五个 两个 客服 不回话,"[(0, 0.025062948), (1, 0.025079062), (2, 0.025079047), (3, 0.025112653), (4, 0.4838622), (5, 0.36566386), (6, 0.025068345), (7, 0.025071854)]",4
看着 恶心 样子,"[(0, 0.031279102), (1, 0.03125726), (2, 0.031297557), (3, 0.031258315), (4, 0.03129893), (5, 0.031281207), (6, 0.031283528), (7, 0.78104407)]",7
收到 八个 两个 发霉,"[(0, 0.02502564), (1, 0.025024362), (2, 0.025049226), (3, 0.025040885), (4, 0.824745), (5, 0.025025697), (6, 0.025050154), (7, 0.025039079)]",4
视频 感觉 时间,"[(0, 0.40197995), (1, 0.031309813), (2, 0.031289034), (3, 0.03129354), (4, 0.41022894), (5, 0.031314764), (6, 0.031269684), (7, 0.03131427)]",4
第一次 大部分 烂果 同意 补发 补发 很小 更多,"[(0, 0.013915896), (1, 0.013904016), (2, 0.013919298), (3, 0.90259737), (4, 0.013905611), (5, 0.013944173), (6, 0.013894926), (7, 0.013918768)]",3
品质 袋里 几个 发霉 生虫 一共 几个,"[(0, 0.015657984), (1, 0.015639333), (2, 0.8905017), (3, 0.015629865), (4, 0.01566121), (5, 0.015631046), (6, 0.015632216), (7, 0.015646711)]",2
好多 虫眼 发霉 一半 恶心 垃圾桶,"[(0, 0.3037819), (1, 0.017876863), (2, 0.43322483), (3, 0.17357594), (4, 0.017909449), (5, 0.017871076), (6, 0.017872753), (7, 0.017887186)]",2
质量 最差 好多 两包 弯曲 失败 购物,"[(0, 0.015655775), (1, 0.01565103), (2, 0.01564912), (3, 0.015642053), (4, 0.015644882), (5, 0.6052867), (6, 0.30082953), (7, 0.015640898)]",5
好几个 坏果 直播间 坏果 坏果,"[(0, 0.020869501), (1, 0.02086193), (2, 0.8540464), (3, 0.020845186), (4, 0.02084268), (5, 0.020853402), (6, 0.020841382), (7, 0.020839497)]",2
买回来 虫子 外壳 完好,"[(0, 0.02501301), (1, 0.02503374), (2, 0.025019312), (3, 0.025021216), (4, 0.025012411), (5, 0.025025943), (6, 0.025014421), (7, 0.8248599)]",7
拿到 第一个 坏果 外表 看着 打开 建议,"[(0, 0.49227622), (1, 0.015632626), (2, 0.22580926), (3, 0.015637081), (4, 0.20365041), (5, 0.015673729), (6, 0.015656812), (7, 0.015663842)]",0
一包 一两个 一包 一包 总共 十多个,"[(0, 0.01791079), (1, 0.017899308), (2, 0.8747458), (3, 0.017865598), (4, 0.017913591), (5, 0.017907731), (6, 0.01788488), (7, 0.017872341)]",2
虫子 一点 酸角味 难吃 赶不上 萝卜 好吃,"[(0, 0.015654597), (1, 0.015680788), (2, 0.89033604), (3, 0.015645934), (4, 0.015672507), (5, 0.01567573), (6, 0.015649766), (7, 0.01568467)]",2
发霉 价格 质量 回购 推荐,"[(0, 0.23195429), (1, 0.020863738), (2, 0.020858131), (3, 0.020843938), (4, 0.020901227), (5, 0.6428263), (6, 0.02086265), (7, 0.020889703)]",5
果子 品质 申请 退货 东西 寄出去 忘填 物流 信息 没退,"[(0, 0.011396977), (1, 0.011380489), (2, 0.11518849), (3, 0.011382657), (4, 0.011391987), (5, 0.011389196), (6, 0.81649375), (7, 0.011376472)]",6
第一次 还好 快递 时间 坏果 第二次 第三次 大部分 坏果 老人 办法,"[(0, 0.57038057), (1, 0.010432482), (2, 0.010435017), (3, 0.01045246), (4, 0.3669588), (5, 0.010459571), (6, 0.01042934), (7, 0.010451766)]",0
第二个,"[(0, 0.06253653), (1, 0.06253656), (2, 0.06253655), (3, 0.06253657), (4, 0.5622006), (5, 0.06253653), (6, 0.06258001), (7, 0.0625366)]",4
第一次 一包 坏果 一点 兴趣,"[(0, 0.85397524), (1, 0.020866502), (2, 0.020862898), (3, 0.02085118), (4, 0.020855162), (5, 0.020872425), (6, 0.020855304), (7, 0.020861298)]",0
好吃 太小 价钱,"[(0, 0.031291146), (1, 0.30817673), (2, 0.03128423), (3, 0.03131765), (4, 0.031298187), (5, 0.03135457), (6, 0.503917), (7, 0.031360555)]",6
真的 不错 第一个 拿到 一包 坏果,"[(0, 0.01788582), (1, 0.0178788), (2, 0.69952667), (3, 0.017869957), (4, 0.19318457), (5, 0.017898872), (6, 0.01786834), (7, 0.017886981)]",2
第一 购买 第二次 购买 果肉 第一次 购买 品种 颜色 大小,"[(0, 0.9203896), (1, 0.0113707995), (2, 0.011369798), (3, 0.011367094), (4, 0.011373743), (5, 0.011377755), (6, 0.011373076), (7, 0.01137816)]",0
好吃 口味 不太能 接受 一小 试吃 支持 退货,"[(0, 0.013915293), (1, 0.013913516), (2, 0.7967028), (3, 0.11973876), (4, 0.013942548), (5, 0.013942633), (6, 0.013915835), (7, 0.013928629)]",2
夸张 百分之四十,"[(0, 0.3589126), (1, 0.041769717), (2, 0.041769687), (3, 0.041769747), (4, 0.04177633), (5, 0.041773267), (6, 0.39045885), (7, 0.04176981)]",6
果子 质量 至少 一袋 一袋 果子 不到 果子 购物 体验,"[(0, 0.47182012), (1, 0.011371924), (2, 0.01136782), (3, 0.011371142), (4, 0.011370967), (5, 0.011396174), (6, 0.4599366), (7, 0.011365247)]",0
太酸 一大 柠檬 一袋,"[(0, 0.1583277), (1, 0.02507063), (2, 0.025075836), (3, 0.025103118), (4, 0.025071211), (5, 0.6912058), (6, 0.025075475), (7, 0.025070168)]",5
看清楚 太贵 值得 价格 金子,"[(0, 0.020862889), (1, 0.020861898), (2, 0.02086544), (3, 0.020863555), (4, 0.020860564), (5, 0.85393816), (6, 0.020878717), (7, 0.020868743)]",5
三发 小包 像是 清理 包装,"[(0, 0.020896675), (1, 0.6937447), (2, 0.020858781), (3, 0.020848168), (4, 0.020856002), (5, 0.020877587), (6, 0.020860331), (7, 0.18105775)]",1
出毛 一包 十来个 三四个,"[(0, 0.025110928), (1, 0.025131641), (2, 0.025056308), (3, 0.0250254), (4, 0.82452255), (5, 0.025075393), (6, 0.025044877), (7, 0.025032947)]",4
一包 一半 回购 这家 最差 失望,"[(0, 0.87490225), (1, 0.017872222), (2, 0.017868934), (3, 0.017863933), (4, 0.017860848), (5, 0.01790027), (6, 0.01786882), (7, 0.017862737)]",0
小包装 试吃 商家 坏果 提前 补偿 小包装 碎果 大包装 第一 中等 第三 包还 没拆 小包装 酸甜 大包装 谨慎 购买 反正,"[(0, 0.7895907), (4, 0.17462085)]",0
一包 一数 吃坏 留意 想着 理解 第二次 打开 不想 连续 两个 一半,"[(0, 0.932519)]",0
真的 一袋 一半 长毛 赔偿 一个劲 敷衍 千万别 上当,"[(0, 0.61533654), (1, 0.012522568), (2, 0.01252066), (3, 0.15562546), (4, 0.012514756), (5, 0.012533475), (6, 0.012515609), (7, 0.166431)]",0
购买 商量 不退 退回去 果子 退钱,"[(0, 0.4215659), (1, 0.01788908), (2, 0.017889714), (3, 0.017905287), (4, 0.1649167), (5, 0.3240197), (6, 0.01791501), (7, 0.017898593)]",0
